Track,Artist,Playcount,Listeners,Duration,Listeners_per_Play,Date,Minutes,Popularity_Score,Underrated_Score
Sweater Weather,The Neighbourhood,50872427,3001836,240,16.9471040389948,2026-06-03,4.0,17363013.3,59007.13170220874
Like Animals,BTS,52831584,323222,189,163.45293327805658,2026-06-03,3.15,16075730.6,6117.969129981036
Aliens,BTS,54074091,339704,167,159.18002437416104,2026-06-03,2.783333333333333,16460020.1,6282.195293860788
Pink + White,Frank Ocean,60058721,2466576,290,24.349025126328968,2026-06-03,4.833333333333333,19744219.5,41069.406056782325
No One Noticed,The Marías,34405569,1617405,236,21.27208027673959,2026-06-03,3.933333333333333,11453854.2,47009.97678602554
Flashing Lights,Kanye West,37927459,2247154,237,16.87799723561447,2026-06-03,3.95,12951245.5,59248.73585652021
the cure,Olivia Rodrigo,4403694,442876,297,9.943401764828078,2026-06-05,4.95,1631121.4,100569.2039455966
hate that i made you love me,Ariana Grande,4018748,325330,198,12.352835582331789,2026-06-05,3.3,1433355.4,80953.07294709695
Stateside + Zara Larsson,PinkPantheress,22364600,1308711,176,17.089028823017458,2026-06-05,2.933333333333333,7625477.7,58517.07609346914
Earrings,Malcolm Todd,11350078,854048,0,13.289742496908838,2026-06-05,0.0,4002857.0,75246.002714695
drop dead,Olivia Rodrigo,9779398,658314,224,14.855218026655972,2026-06-05,3.7333333333333334,3394639.1999999997,67316.41354610989
Billie Jean,Michael Jackson,27711501,3321976,294,8.341872728761436,2026-06-05,4.9,10638833.5,119877.15858480564
Babydoll,Dominic Fike,26784081,1764127,98,15.18262630751641,2026-06-05,1.6333333333333333,9270113.2,65864.75750278682
Chicago,Michael Jackson,13373363,1200077,245,11.143754109111333,2026-06-05,4.083333333333333,4852062.8,89736.36623787151
Beauty and a Beat,Justin Bieber,17970491,1797993,144,9.99475025764839,2026-06-05,2.4,6649742.399999999,100052.52499778663
Beat It,Michael Jackson,20293715,2718393,258,7.4653352182705,2026-06-05,4.3,7990989.6,133952.45769441425
Fame Is a Gun,Addison Rae,21760037,1095664,227,19.86013686677668,2026-06-05,3.783333333333333,7294975.899999999,50352.12026523668
Girl Like Me,PinkPantheress,9948329,721398,145,13.790347353333388,2026-06-05,2.4166666666666665,3489477.3,72514.48961931195
Human Nature,Michael Jackson,9157720,1328543,246,6.893055023435448,2026-06-05,4.1,3677296.1,145073.55542645985
SWIM,BTS,216186057,464853,159,465.0632716148976,2026-06-05,2.65,65181214.2,2150.245054888068
Dracula - JENNIE remix,Tame Impala,6006117,724691,209,8.287831641347829,2026-06-05,3.4833333333333334,2309118.8,120658.82166464622
Creep,Radiohead,61468556,4123595,235,14.90654538091156,2026-06-05,3.9166666666666665,21327083.3,67084.62453551048
Mr. Brightside,The Killers,52087808,3721186,223,13.997636237479126,2026-06-05,3.716666666666667,18231172.6,71440.63347799162
NOBLE,F3miii,2201903,312258,185,7.051550320568248,2026-06-05,3.0833333333333335,879151.5,141812.7864851449
Midnight Sun,Zara Larsson,13574734,811503,189,16.727891332502775,2026-06-05,3.15,4640472.3,59780.39790687612
Don't Stop 'Til You Get Enough,Michael Jackson,9015740,1512929,238,5.959129608858049,2026-06-05,3.966666666666667,3763772.3,167809.74162963883
Dracula,Tame Impala,12434049,1167792,205,10.647486024908543,2026-06-05,3.4166666666666665,4547669.1,93918.88354308398
Manchild,Sabrina Carpenter,26649059,1302833,213,20.454700640834243,2026-06-05,3.55,8906700.799999999,48888.517977313946
Body to Body,BTS,60296330,408131,189,147.73768716417032,2026-06-05,3.15,18374590.7,6768.753587490317
The One That Got Away,Katy Perry,21306897,1924606,227,11.070783838354448,2026-06-05,3.783333333333333,7739293.3,90327.84079258468
The Less I Know the Better,Tame Impala,49580666,2816431,216,17.604076222708812,2026-06-05,3.6,16845701.5,56805.02557186303
505,Arctic Monkeys,59008430,3058678,305,19.29213536044003,2026-06-05,5.083333333333333,19843603.6,51834.59380295323
Hooligan,BTS,58115120,385029,182,150.93699435626928,2026-06-05,3.033333333333333,17704056.3,6625.280993999496
Janice STFU,Drake,2121309,309872,237,6.845758893994939,2026-06-05,3.95,853303.1,146075.84279329414
End of Beginning,Djo,35588266,2061301,159,17.26495354147696,2026-06-05,2.65,12119390.499999998,57920.80457080994
2.0,BTS,57515812,354417,169,162.28288146448958,2026-06-05,2.816666666666667,17502835.499999996,6162.07939479321
See You Again (feat. Kali Uchis),"Tyler, The Creator",58498127,2590390,180,22.582748929697846,2026-06-05,3.0,19362711.1,44281.588707959825
back to friends,sombr,25856429,1479851,144,17.472319172673465,2026-06-05,2.4,8792824.399999999,57233.38671399674
"Good Luck, Babe!",Chappell Roan,60826411,2105619,218,28.88766248784799,2026-06-05,3.6333333333333337,19721856.6,34616.85418197697
Lovers Rock,TV Girl,51164441,2210027,213,23.151047928373725,2026-06-05,3.55,16896351.2,43194.58899199153
Iris,The Goo Goo Dolls,32229688,2358378,289,13.666039964755438,2026-06-05,4.816666666666666,11319771.0,73174.08719563155
Dreams - 2004 Remaster,Fleetwood Mac,29235092,2030059,257,14.40110459843778,2026-06-05,4.283333333333333,10191568.9,69439.11789297602
House Tour,Sabrina Carpenter,14204738,807634,169,17.58808816865065,2026-06-05,2.816666666666667,4826765.199999999,56856.6628965631
FYA,BTS,55528507,359383,180,154.51066689298048,2026-06-05,3.0,16910120.2,6472.04507047164
Sweet Boy,Malcolm Todd,10868187,769172,180,14.129722610807466,2026-06-05,3.0,3798876.5,70772.79770765814
Let Down,Radiohead,41601222,2550864,337,16.308678941723276,2026-06-05,5.616666666666666,14265971.4,61317.04496565029
they don’t know ’bout us,BTS,52756761,326092,164,161.78489812690896,2026-06-05,2.7333333333333334,16055292.7,6181.046634003934
"Lover, You Should've Come Over",Jeff Buckley,32769703,1672083,403,19.598131791304617,2026-06-05,6.716666666666667,11001369.0,51025.271727363535
Into You,Ariana Grande,27812945,1735740,244,16.023681542166454,2026-06-05,4.066666666666666,9558901.5,62407.63069139208
No One Noticed,The Marías,34472112,1620005,236,21.279015805506777,2026-06-05,3.933333333333333,11475637.1,46994.65469362597
Sweater Weather,The Neighbourhood,50924583,3004302,240,16.950553905699227,2026-06-05,4.0,17380386.299999997,58995.12225755486
Flashing Lights,Kanye West,37977932,2249429,237,16.8833655118699,2026-06-05,3.95,12967979.9,59229.89698333232
Feel Good Inc.,Gorillaz,40654275,3293596,236,12.343431009753472,2026-06-05,3.933333333333333,14501799.7,81014.75183114198
Like Animals,BTS,54058932,324181,189,166.75539899007038,2026-06-05,3.15,16444606.3,5996.807336112375
Aliens,BTS,55325108,340620,167,162.424719628912,2026-06-05,2.783333333333333,16835966.4,6156.698329445648
Pink + White,Frank Ocean,60107531,2468343,290,24.351368914287843,2026-06-05,4.833333333333333,19760099.4,41065.45317923639
hate that i made you love me,Ariana Grande,4429486,347672,197,12.7404162544007,2026-06-06,3.283333333333333,1572216.2,78490.3711175518
the cure,Olivia Rodrigo,4583592,453821,297,10.099999779648805,2026-06-06,4.95,1692752.2999999998,99009.90315019312
Stateside + Zara Larsson,PinkPantheress,22431197,1311180,176,17.107641208682256,2026-06-06,2.933333333333333,7647185.1,58453.41200471825
Earrings,Malcolm Todd,11435382,860458,0,13.289878181154688,2026-06-06,0.0,4032935.2,75245.23448364034
drop dead,Olivia Rodrigo,9864946,661332,224,14.91678309835302,2026-06-06,3.7333333333333334,3422416.1999999997,67038.5828771896
Billie Jean,Michael Jackson,27758229,3325126,294,8.348023202729761,2026-06-06,4.9,10655056.9,119788.83811355544
Babydoll,Dominic Fike,26829198,1766783,99,15.185338550348288,2026-06-06,1.65,9285507.5,65852.99344393374
Chicago,Michael Jackson,13432243,1204435,245,11.1523187220564,2026-06-06,4.083333333333333,4872777.4,89667.45166834757
Beauty and a Beat,Justin Bieber,18007717,1800155,144,10.00342581611028,2026-06-06,2.4,6662423.6,99965.753571094
Beat It,Michael Jackson,20333694,2721636,258,7.471129129685234,2026-06-06,4.3,8005253.4,133848.57665311574
Girl Like Me,PinkPantheress,9999152,724059,145,13.809858036430732,2026-06-06,2.4166666666666665,3506586.9,72412.04054103787
Fame Is a Gun,Addison Rae,21793231,1096808,227,19.869686399078052,2026-06-06,3.783333333333333,7305734.899999999,50327.92062819873
NOBLE,F3miii,2240333,318537,185,7.033195515748563,2026-06-06,3.0833333333333335,895075.8,142182.8808485167
SWIM,BTS,218819651,465886,159,469.68496799646266,2026-06-06,2.65,65972015.5,2129.0866605029
Human Nature,Michael Jackson,9199245,1332324,246,6.90466057805759,2026-06-06,4.1,3692400.3,144829.71156872113
Dracula - JENNIE remix,Tame Impala,6041694,727383,209,8.306069842160182,2026-06-06,3.4833333333333334,2321676.3,120393.88290767458
Mr. Brightside,The Killers,52118317,3722594,223,14.000537528400894,2026-06-06,3.716666666666667,18241310.9,71425.82904202375
Creep,Radiohead,61499739,4124911,235,14.90934931687011,2026-06-06,3.9166666666666665,21337359.4,67072.00822429507
Dracula,Tame Impala,12469356,1170562,205,10.65245241174752,2026-06-06,3.4166666666666665,4560200.199999999,93875.0966770056
Don't Stop 'Til You Get Enough,Michael Jackson,9048717,1516318,238,5.967558915741948,2026-06-06,3.966666666666667,3776037.7,167572.7067163223
Manchild,Sabrina Carpenter,26685068,1303809,213,20.46700705394732,2026-06-06,3.55,8918186.7,48859.122262682635
Midnight Sun,Zara Larsson,13608006,813278,189,16.73229326257442,2026-06-06,3.15,4651696.399999999,59764.67088565364
Body to Body,BTS,60954068,408687,189,149.1460897948797,2026-06-06,3.15,18572301.299999997,6704.835516474471
The Less I Know the Better,Tame Impala,49608236,2817556,216,17.606832304309126,2026-06-06,3.6,16854760.0,56796.1336097498
Hooligan,BTS,58764650,385796,182,152.32052691059525,2026-06-06,3.033333333333333,17899452.2,6565.103340188362
The One That Got Away,Katy Perry,21344161,1926698,227,11.078104093116824,2026-06-06,3.783333333333333,7751936.899999999,90268.15343081416
505,Arctic Monkeys,59038775,3059931,305,19.294152384481873,2026-06-06,5.083333333333333,19853584.2,51829.17497864751
End of Beginning,Djo,35615981,2062815,159,17.265717478300285,2026-06-06,2.65,12128764.8,57918.24181397671
2.0,BTS,58161719,355030,169,163.82198405768526,2026-06-06,2.816666666666667,17697036.7,6104.1868449589665
Janice STFU,Drake,2184934,313582,237,6.967663960303844,2026-06-06,3.95,874987.6,143520.12463534367
See You Again (feat. Kali Uchis),"Tyler, The Creator",58529351,2591486,180,22.58524684293105,2026-06-06,3.0,19372845.5,44276.69119379095
"Good Luck, Babe!",Chappell Roan,60853909,2106402,218,28.889978741000057,2026-06-06,3.6333333333333337,19730654.1,34614.07877676354
back to friends,sombr,25888738,1481641,144,17.473016742922205,2026-06-06,2.4,8803770.1,57231.101801872304
Lovers Rock,TV Girl,51192736,2211139,213,23.152201648109862,2026-06-06,3.55,16905618.099999998,43192.436520681375
Sweet Boy,Malcolm Todd,10902630,771002,180,14.14085825977105,2026-06-06,3.0,3810490.4,70717.06551538482
Dreams - 2004 Remaster,Fleetwood Mac,29258217,2031276,257,14.40386092288788,2026-06-06,4.283333333333333,10199358.3,69425.83001554743
House Tour,Sabrina Carpenter,14236482,808789,169,17.60222010932394,2026-06-06,2.816666666666667,4837096.899999999,56811.01553038173
Iris,The Goo Goo Dolls,32254088,2359629,289,13.66913527507926,2026-06-06,4.816666666666666,11327966.7,73157.51727346933
FYA,BTS,56148616,359884,180,156.0186504540352,2026-06-06,3.0,17096503.6,6409.490128839507
Let Down,Radiohead,41631626,2552090,337,16.312757778918456,2026-06-06,5.616666666666666,14275950.8,61301.71326961863
they don’t know ’bout us,BTS,53352052,326607,164,163.35244498740076,2026-06-06,2.7333333333333334,16234240.5,6121.732674874436
Lemonade,aespa,1446128,125489,187,11.523942337575406,2026-06-06,3.1166666666666667,521680.6999999999,86775.85939833817
"Lover, You Should've Come Over",Jeff Buckley,32799932,1673172,403,19.603443041121892,2026-06-06,6.716666666666667,11011200.0,51011.447218853995
No One Noticed,The Marías,34504653,1621424,236,21.280462729057916,2026-06-06,3.933333333333333,11486392.7,46991.45938375326
Into You,Ariana Grande,27838360,1736957,244,16.027086450614494,2026-06-06,4.066666666666666,9567377.9,62394.37236963672
Flashing Lights,Kanye West,38001878,2250560,237,16.885520937011233,2026-06-06,3.95,12975955.4,59222.33632769412
Sweater Weather,The Neighbourhood,50949632,3005487,240,16.95220508356882,2026-06-06,4.0,17388730.5,58989.37601747546
Feel Good Inc.,Gorillaz,40677004,3294940,236,12.345294299744456,2026-06-06,3.933333333333333,14509559.2,81002.52417803436
Roommates,Malcolm Todd,10974015,791036,214,13.872965326483245,2026-06-06,3.566666666666667,3845929.7,72082.64249684368
Like Animals,BTS,54668730,324617,189,168.40994156190217,2026-06-06,3.15,16627850.9,5937.891734452218
hate that i made you love me,Ariana Grande,4799910,369063,197,13.005665699352145,2026-06-07,3.283333333333333,1698317.1,76889.56667937525
the cure,Olivia Rodrigo,4757360,465647,297,10.21666627294925,2026-06-07,4.95,1753160.9,97879.28599054935
Stateside + Zara Larsson,PinkPantheress,22497749,1313809,176,17.124063695712238,2026-06-07,2.933333333333333,7668991.0,58397.35344189323
Earrings,Malcolm Todd,11522589,867161,0,13.28771589128201,2026-06-07,0.0,4063789.399999999,75257.47902663195
drop dead,Olivia Rodrigo,9951994,664481,224,14.977093400714242,2026-06-07,3.7333333333333334,3450734.899999999,66768.62948269463
Billie Jean,Michael Jackson,27805289,3328435,294,8.353862701239471,2026-06-07,4.9,10671491.2,119705.10358658744
Babydoll,Dominic Fike,26876018,1769732,98,15.18649038385473,2026-06-07,1.6333333333333333,9301617.8,65847.99876231664
Chicago,Michael Jackson,13491866,1208795,245,11.16141777555334,2026-06-07,4.083333333333333,4893716.3,89594.3526269828
Beauty and a Beat,Justin Bieber,18045135,1802495,144,10.011198366708369,2026-06-07,2.4,6675287.0,99888.141596059
Beat It,Michael Jackson,20373736,2724962,258,7.476704629275564,2026-06-07,4.3,8019594.199999999,133748.76360427955
Girl Like Me,PinkPantheress,10050285,726837,145,13.827426231741091,2026-06-07,2.4166666666666665,3523871.4,72320.03868547012
Fame Is a Gun,Addison Rae,21825749,1097905,227,19.87945131864779,2026-06-07,3.783333333333333,7316258.2,50303.19921666835
NOBLE,F3miii,2280823,325701,185,7.002812395417883,2026-06-07,3.0833333333333335,912237.6,142799.77008299198
Dracula - JENNIE remix,Tame Impala,6078548,730524,209,8.320805339728743,2026-06-07,3.4833333333333334,2334931.1999999997,120180.67472692492
SWIM,BTS,221434495,467001,159,474.16278551866054,2026-06-07,2.65,66757249.2,2108.9803555674557
Mr. Brightside,The Killers,52149114,3723996,223,14.003536523669736,2026-06-07,3.716666666666667,18251531.4,71410.53249725394
Human Nature,Michael Jackson,9238603,1336210,246,6.914035219014975,2026-06-07,4.1,3706927.9,144633.3390448751
Dracula,Tame Impala,12504745,1173322,205,10.657556067302922,2026-06-07,3.4166666666666665,4572748.9,93830.14207806718
Creep,Radiohead,61530314,4126119,235,14.912394431668112,2026-06-07,3.9166666666666665,21347377.5,67058.31210287665
Manchild,Sabrina Carpenter,26723494,1304931,213,20.478855970162407,2026-06-07,3.55,8930499.899999999,48830.852732056665
Midnight Sun,Zara Larsson,13643303,815293,189,16.734232969006236,2026-06-07,3.15,4663696.0,59757.74341447962
Don't Stop 'Til You Get Enough,Michael Jackson,9081653,1519745,238,5.975774225281215,2026-06-07,3.966666666666667,3788317.4,167342.33294313273
Body to Body,BTS,61607494,409324,189,150.5103389979576,2026-06-07,3.15,18768775.0,6644.06184091825
The Less I Know the Better,Tame Impala,49636536,2818768,216,17.609301652353086,2026-06-07,3.6,16864098.4,56788.16910188898
505,Arctic Monkeys,59067916,3061219,305,19.295553830026535,2026-06-07,5.083333333333333,19863228.1,51825.41060023178
Hooligan,BTS,59407852,386576,182,153.67703116592855,2026-06-07,3.033333333333333,18092958.799999997,6507.15329684029
"I Knew It, I Knew You",Taylor Swift,829175,139643,178,5.937820012460345,2026-06-07,2.966666666666667,346502.6,168411.9757590376
End of Beginning,Djo,35644564,2064427,159,17.266081096594842,2026-06-07,2.65,12138468.1,57917.0220738287
The One That Got Away,Katy Perry,21381203,1928875,227,11.08480487330698,2026-06-07,3.783333333333333,7764573.399999999,90213.5862046677
2.0,BTS,58799556,355690,169,165.31124293626473,2026-06-07,2.816666666666667,17888849.8,6049.195337461391
See You Again (feat. Kali Uchis),"Tyler, The Creator",58560800,2592589,180,22.587768443050557,2026-06-07,3.0,19383052.3,44271.74833677135
"Good Luck, Babe!",Chappell Roan,60882872,2107220,218,28.89250861324399,2026-06-07,3.6333333333333337,19739915.6,34611.04791508521
Janice STFU,Drake,2248068,317424,237,7.0822244064721005,2026-06-07,3.95,896617.2,141198.5758437912
Lemonade,aespa,1570734,133150,187,11.796725497559144,2026-06-07,3.1166666666666667,564425.2,84769.28620632137
back to friends,sombr,25921865,1483492,144,17.47354552636617,2026-06-07,2.4,8815003.9,57229.3698775146
Sweet Boy,Malcolm Todd,10936992,773174,180,14.145576545512396,2026-06-07,3.0,3822319.4,70693.47769478116
Lovers Rock,TV Girl,51219613,2212228,213,23.152953945072568,2026-06-07,3.55,16914443.5,43191.03309117154
Dreams - 2004 Remaster,Fleetwood Mac,29280903,2032513,257,14.40625619614733,2026-06-07,4.283333333333333,10207030.0,69414.28684764264
House Tour,Sabrina Carpenter,14267090,809862,169,17.61669272048818,2026-06-07,2.816666666666667,4847030.4,56764.343674848904
Iris,The Goo Goo Dolls,32278329,2360947,289,13.671771962691242,2026-06-07,4.816666666666666,11336161.6,73143.40838399658
FYA,BTS,56764722,360420,180,157.49603795571832,2026-06-07,3.0,17281710.599999998,6349.366072822483
No One Noticed,The Marías,34536258,1622739,236,21.28269425952048,2026-06-07,3.933333333333333,11496794.7,46986.532240985696
Let Down,Radiohead,41661003,2553259,337,16.316794731752633,2026-06-07,5.616666666666666,14285582.2,61286.546557700494
they don’t know ’bout us,BTS,53940728,327146,164,164.88273737108202,2026-06-07,2.7333333333333334,16411220.599999998,6064.916291081574
Into You,Ariana Grande,27863669,1738217,244,16.030029047006213,2026-06-07,4.066666666666666,9575852.6,62382.91877498257
Flashing Lights,Kanye West,38026482,2251715,237,16.887786420572763,2026-06-07,3.95,12984145.1,59214.39169681803
"Lover, You Should've Come Over",Jeff Buckley,32829968,1674219,403,19.60912401543645,2026-06-07,6.716666666666667,11020943.7,50996.66865346929
Roommates,Malcolm Todd,11007912,793084,214,13.879881576226476,2026-06-07,3.566666666666667,3857532.4,72046.72421073134
Feel Good Inc.,Gorillaz,40699509,3296252,236,12.347207980457805,2026-06-07,3.933333333333333,14517229.1,80989.96968243524
Sweater Weather,The Neighbourhood,50973605,3006695,240,16.95336740174843,2026-06-07,4.0,17396768.0,58985.33172217268
the cure,Olivia Rodrigo,5064381,483947,297,10.464743040043642,2026-06-09,4.95,1858077.2,95558.96367196702
hate that i made you love me,Ariana Grande,5359309,398610,197,13.444993853641405,2026-06-09,3.283333333333333,1886819.7,74377.12585708343
Stateside + Zara Larsson,PinkPantheress,22616441,1318588,176,17.152014882586524,2026-06-09,2.933333333333333,7707943.899999999,58302.18821785443
Earrings,Malcolm Todd,11687790,879275,0,13.292530778197948,2026-06-09,0.0,4121829.5,75230.21888654742
drop dead,Olivia Rodrigo,10107048,670385,224,15.076482916533037,2026-06-09,3.7333333333333334,3501383.9,66328.46702617817
Babydoll,Dominic Fike,26963215,1774764,99,15.192563630995444,2026-06-09,1.65,9331299.3,65821.67593886708
Billie Jean,Michael Jackson,27892331,3334607,294,8.364503223318371,2026-06-09,4.9,10701924.2,119552.82618724124
Chicago,Michael Jackson,13602676,1217235,245,11.175061512362031,2026-06-09,4.083333333333333,4932867.3,89484.96604638675
"I Knew It, I Knew You",Taylor Swift,1396995,174970,183,7.984197290964166,2026-06-09,3.05,541577.5,125247.40603939167
Beauty and a Beat,Justin Bieber,18115801,1807329,144,10.023521450715393,2026-06-09,2.4,6699870.6,99765.337453199
Beat It,Michael Jackson,20446588,2731373,258,7.485827823589089,2026-06-09,4.3,8045937.499999999,133585.76012780223
Girl Like Me,PinkPantheress,10142975,732019,156,13.856163569524837,2026-06-09,2.6,3555305.8,72170.04872830703
Fame Is a Gun,Addison Rae,21890320,1100142,227,19.897722294031137,2026-06-09,3.783333333333333,7337195.4,50257.00857730723
Mr. Brightside,The Killers,52207618,3726974,223,14.008044595964448,2026-06-09,3.716666666666667,18271167.2,71387.55114244056
NOBLE,F3miii,2351437,336091,185,6.99642953842858,2026-06-09,3.0833333333333335,940694.8,142930.04660554376
SWIM,BTS,226426323,469029,159,482.7554863345337,2026-06-09,2.65,68256217.19999999,2071.442020458019
Dracula,Tame Impala,12567795,1178197,205,10.666972501203109,2026-06-09,3.4166666666666665,4595076.4,93747.3120782126
Dracula - JENNIE remix,Tame Impala,6141315,735845,209,8.345935625029728,2026-06-09,3.4833333333333334,2357486.0,119818.80102225662
Creep,Radiohead,61588762,4128393,235,14.918337958619734,2026-06-09,3.9166666666666665,21366503.699999996,67031.59579664875
Human Nature,Michael Jackson,9312080,1343936,246,6.928960902900138,2026-06-09,4.1,3734379.2,144321.7841771119
Midnight Sun,Zara Larsson,13702659,818859,189,16.73384428821079,2026-06-09,3.15,4683999.0,59759.13142113513
The Less I Know the Better,Tame Impala,49689249,2821185,216,17.61289989844693,2026-06-09,3.6,16881604.2,56776.56750255976
